,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
4146,0,26,185.0,82.0,16.0,85.0,40.1,43.0
4147,0,79,180.0,82.0,21.0,103.0,40.2,167.0
4148,1,46,167.0,62.0,5.0,80.0,39.3,18.0
4149,1,20,159.0,59.0,29.0,114.0,40.6,199.0
4150,1,28,165.0,65.0,18.0,99.0,40.3,96.0
4151,0,20,197.0,102.0,4.0,91.0,39.1,15.0
4152,0,35,179.0,90.0,6.0,93.0,39.2,27.0
4153,0,20,183.0,80.0,21.0,103.0,40.4,106.0
4154,0,44,178.0,80.0,23.0,108.0,41.1,160.0
4155,1,58,144.0,42.0,12.0,96.0,40.1,70.0
4156,1,71,159.0,58.0,24.0,109.0,40.7,174.0
4157,1,26,173.0,73.0,1.0,69.0,37.9,2.0
4158,1,77,162.0,66.0,12.0,92.0,40.2,65.0
4159,1,52,169.0,67.0,18.0,96.0,40.1,97.0
4160,1,21,169.0,70.0,14.0,98.0,40.3,70.0
4161,1,26,167.0,69.0,16.0,98.0,40.2,82.0
4162,1,28,172.0,68.0,3.0,85.0,38.6,11.0
4163,1,45,187.0,88.0,21.0,103.0,40.6,120.0
4164,0,30,189.0,89.0,15.0,91.0,40.3,59.0
4165,0,30,179.0,85.0,28.0,110.0,40.6,188.0
4166,1,54,171.0,68.0,6.0,87.0,39.4,27.0
4167,1,47,153.0,56.0,15.0,109.0,39.8,103.0
4168,1,33,156.0,60.0,23.0,101.0,40.8,131.0
4169,1,42,158.0,59.0,27.0,103.0,40.9,164.0
4170,1,22,171.0,63.0,28.0,107.0,40.8,170.0
4171,0,48,202.0,103.0,25.0,107.0,40.9,188.0
4172,1,66,175.0,72.0,22.0,101.0,40.5,134.0
4173,1,32,174.0,65.0,22.0,109.0,40.7,142.0
4174,0,27,172.0,75.0,3.0,92.0,38.6,11.0
4175,0,21,181.0,83.0,21.0,102.0,40.3,105.0
4176,0,28,163.0,66.0,17.0,91.0,40.2,57.0
4177,0,62,181.0,81.0,27.0,108.0,40.6,212.0
4178,1,37,156.0,53.0,2.0,84.0,38.0,8.0
4179,1,42,154.0,52.0,17.0,101.0,40.6,101.0
4180,0,40,172.0,69.0,16.0,102.0,40.3,90.0
4181,0,50,189.0,94.0,26.0,107.0,40.5,193.0
4182,0,21,191.0,94.0,18.0,95.0,40.4,76.0
4183,0,51,183.0,81.0,10.0,86.0,39.9,40.0
4184,0,65,190.0,95.0,9.0,88.0,39.8,48.0
4185,0,36,208.0,109.0,13.0,91.0,40.3,60.0
4186,0,23,171.0,68.0,23.0,100.0,40.5,103.0
4187,0,30,178.0,84.0,8.0,80.0,39.5,17.0
4188,0,38,177.0,77.0,26.0,113.0,41.1,192.0
4189,0,53,174.0,78.0,19.0,106.0,40.5,134.0
4190,1,44,164.0,66.0,23.0,103.0,40.5,138.0
4191,0,37,206.0,111.0,20.0,98.0,40.3,116.0
4192,0,68,158.0,67.0,26.0,113.0,40.9,223.0
4193,1,23,148.0,46.0,24.0,104.0,40.8,144.0
4194,0,43,181.0,79.0,24.0,102.0,41.1,144.0
4195,1,38,168.0,66.0,2.0,78.0,38.5,6.0
4196,0,31,181.0,78.0,17.0,102.0,40.4,92.0
4197,0,53,188.0,91.0,12.0,90.0,40.1,59.0
4198,1,23,168.0,62.0,25.0,105.0,40.5,148.0
4199,1,25,180.0,75.0,23.0,97.0,40.6,113.0
4200,0,26,185.0,87.0,12.0,90.0,40.0,42.0
4201,1,73,158.0,63.0,9.0,87.0,39.8,44.0
4202,1,38,156.0,56.0,20.0,94.0,40.8,101.0
4203,1,48,169.0,69.0,7.0,88.0,39.3,31.0
4204,1,31,178.0,76.0,14.0,98.0,40.3,71.0
4205,0,21,181.0,79.0,18.0,91.0,40.3,59.0
4206,1,21,170.0,67.0,17.0,95.0,40.0,80.0
4207,0,63,189.0,89.0,7.0,90.0,39.4,38.0
4208,1,72,170.0,73.0,16.0,104.0,40.5,104.0
4209,0,26,195.0,99.0,28.0,104.0,41.0,165.0
4210,0,39,176.0,83.0,11.0,91.0,40.1,46.0
4211,0,22,183.0,91.0,29.0,114.0,41.0,204.0
4212,0,43,183.0,83.0,25.0,99.0,41.1,141.0
4213,1,78,146.0,50.0,17.0,95.0,40.3,102.0
4214,0,62,178.0,85.0,16.0,99.0,40.6,105.0
4215,1,23,160.0,59.0,11.0,88.0,40.2,45.0
4216,0,47,187.0,95.0,12.0,90.0,40.4,57.0
4217,0,41,183.0,85.0,29.0,100.0,41.0,166.0
4218,1,67,152.0,56.0,20.0,101.0,40.3,127.0
4219,0,31,196.0,95.0,23.0,100.0,40.9,125.0
4220,0,73,176.0,78.0,3.0,79.0,38.2,12.0
4221,0,26,182.0,80.0,24.0,102.0,40.6,125.0
4222,0,27,172.0,71.0,13.0,96.0,40.2,54.0
4223,0,26,174.0,80.0,11.0,83.0,39.7,26.0
4224,1,29,164.0,63.0,19.0,100.0,40.5,104.0
4225,1,56,153.0,52.0,16.0,97.0,40.4,92.0
4226,0,26,187.0,89.0,21.0,106.0,40.5,126.0
4227,0,32,191.0,92.0,8.0,84.0,39.3,24.0
4228,1,20,164.0,64.0,15.0,101.0,40.1,81.0
4229,1,59,169.0,69.0,1.0,82.0,38.0,4.0
4230,1,37,152.0,56.0,3.0,80.0,38.9,11.0
4231,1,41,173.0,69.0,28.0,108.0,41.0,180.0
4232,1,45,152.0,51.0,1.0,82.0,37.6,4.0
4233,1,27,162.0,64.0,3.0,85.0,38.6,11.0
4234,0,24,192.0,91.0,2.0,88.0,38.5,6.0
4235,0,43,169.0,73.0,21.0,104.0,40.6,129.0
4236,0,65,181.0,80.0,25.0,109.0,40.8,203.0
4237,1,65,160.0,56.0,2.0,74.0,38.3,7.0
4238,0,75,169.0,72.0,23.0,104.0,40.8,177.0
4239,1,23,160.0,56.0,11.0,90.0,39.8,48.0
4240,1,62,152.0,54.0,24.0,108.0,40.9,169.0
4241,1,52,174.0,75.0,20.0,104.0,40.4,123.0
4242,1,54,175.0,74.0,14.0,96.0,39.6,75.0
4243,0,72,202.0,111.0,20.0,94.0,40.5,137.0
4244,0,63,179.0,82.0,16.0,86.0,40.2,74.0
4245,0,72,188.0,91.0,12.0,83.0,40.2,57.0
4246,0,21,206.0,105.0,15.0,96.0,40.1,69.0
4247,1,40,156.0,55.0,26.0,105.0,40.6,164.0
4248,1,37,178.0,74.0,24.0,104.0,40.8,141.0
4249,0,30,188.0,93.0,24.0,105.0,40.8,147.0
4250,1,53,155.0,55.0,24.0,103.0,40.6,152.0
4251,0,64,194.0,96.0,27.0,106.0,40.7,215.0
4252,1,47,172.0,67.0,13.0,91.0,40.6,62.0
4253,0,47,201.0,108.0,29.0,105.0,41.0,211.0
4254,0,20,185.0,83.0,12.0,101.0,40.2,58.0
4255,0,47,182.0,86.0,30.0,114.0,40.7,244.0
4256,0,78,175.0,76.0,21.0,102.0,40.1,160.0
4257,0,50,177.0,83.0,11.0,96.0,39.8,61.0
4258,1,36,165.0,62.0,6.0,83.0,39.3,23.0
4259,0,29,186.0,90.0,8.0,91.0,39.6,31.0
4260,0,39,192.0,91.0,18.0,92.0,40.5,82.0
4261,0,38,174.0,77.0,7.0,83.0,39.5,20.0
4262,0,58,197.0,98.0,14.0,102.0,40.1,100.0
4263,1,35,160.0,57.0,26.0,109.0,40.7,172.0
4264,1,40,176.0,72.0,1.0,84.0,37.9,4.0
4265,1,53,166.0,63.0,24.0,107.0,40.7,159.0
4266,0,22,189.0,93.0,3.0,76.0,38.4,4.0
4267,0,62,177.0,78.0,25.0,111.0,40.8,206.0
4268,1,33,177.0,74.0,4.0,83.0,39.0,14.0
4269,1,20,142.0,48.0,19.0,91.0,40.1,86.0
4270,1,21,140.0,45.0,22.0,96.0,40.9,113.0
4271,1,26,157.0,60.0,1.0,82.0,37.7,4.0
4272,1,28,143.0,46.0,4.0,84.0,38.4,16.0
4273,1,42,169.0,65.0,3.0,78.0,38.7,10.0
4274,1,61,148.0,50.0,17.0,97.0,40.0,100.0
4275,1,45,168.0,60.0,12.0,83.0,40.0,48.0
4276,0,52,185.0,79.0,26.0,106.0,41.0,183.0
4277,0,33,186.0,83.0,24.0,116.0,40.3,185.0
4278,1,71,161.0,68.0,29.0,114.0,40.7,221.0
4279,1,56,162.0,59.0,26.0,101.0,41.1,159.0
4280,1,61,162.0,62.0,7.0,83.0,39.7,30.0
4281,0,23,178.0,81.0,25.0,109.0,40.9,153.0
4282,1,36,160.0,62.0,8.0,82.0,39.6,29.0
4283,1,60,177.0,76.0,24.0,108.0,40.6,160.0
4284,0,27,207.0,100.0,8.0,88.0,39.7,28.0
4285,0,65,182.0,89.0,5.0,87.0,39.1,25.0
4286,1,33,154.0,57.0,10.0,92.0,39.9,48.0
4287,0,39,170.0,75.0,22.0,91.0,40.8,89.0
4288,1,20,167.0,66.0,25.0,117.0,40.8,177.0
4289,0,59,206.0,102.0,5.0,81.0,39.4,20.0
4290,1,21,150.0,53.0,23.0,103.0,40.6,133.0
4291,1,38,178.0,73.0,11.0,95.0,39.7,54.0
4292,0,36,202.0,109.0,6.0,87.0,39.1,24.0
4293,1,50,165.0,64.0,6.0,82.0,39.4,23.0
4294,0,35,163.0,69.0,16.0,86.0,40.2,48.0
4295,0,31,173.0,70.0,21.0,105.0,40.4,119.0
4296,1,30,168.0,62.0,6.0,76.0,39.4,18.0
4297,0,24,189.0,85.0,12.0,92.0,40.1,44.0
4298,1,79,154.0,55.0,24.0,107.0,40.5,173.0
4299,0,29,190.0,94.0,4.0,76.0,38.8,7.0
4300,0,47,185.0,83.0,18.0,103.0,40.6,116.0
4301,0,29,185.0,84.0,27.0,109.0,40.9,175.0
4302,0,29,184.0,82.0,5.0,86.0,39.1,15.0
4303,0,77,181.0,84.0,17.0,94.0,40.3,111.0
4304,1,41,149.0,54.0,26.0,102.0,40.7,156.0
4305,1,38,163.0,59.0,25.0,109.0,41.0,166.0
4306,1,20,161.0,60.0,29.0,107.0,40.3,177.0
4307,1,24,154.0,53.0,9.0,81.0,39.3,31.0
4308,1,57,160.0,62.0,23.0,103.0,40.2,145.0
4309,1,30,173.0,72.0,9.0,95.0,39.7,43.0
4310,1,72,169.0,72.0,6.0,87.0,39.4,28.0
4311,0,63,171.0,75.0,22.0,107.0,40.6,168.0
4312,1,25,171.0,60.0,25.0,112.0,40.8,168.0
4313,1,76,162.0,66.0,15.0,87.0,39.9,73.0
4314,0,42,208.0,108.0,8.0,84.0,39.5,31.0
4315,1,21,182.0,79.0,27.0,110.0,40.7,167.0
4316,1,33,175.0,67.0,25.0,101.0,41.1,140.0
4317,0,65,189.0,91.0,13.0,96.0,40.1,83.0
4318,0,37,186.0,90.0,28.0,118.0,40.5,234.0
4319,0,48,180.0,84.0,2.0,77.0,38.3,5.0
4320,0,26,184.0,90.0,14.0,95.0,40.0,61.0
4321,1,26,166.0,60.0,20.0,103.0,40.6,115.0
4322,0,37,199.0,101.0,7.0,91.0,39.1,32.0
4323,0,65,172.0,74.0,9.0,92.0,40.0,49.0
4324,1,34,175.0,65.0,5.0,85.0,38.7,20.0
4325,1,33,150.0,52.0,30.0,112.0,41.2,209.0
4326,0,51,182.0,85.0,12.0,90.0,39.8,56.0
4327,0,28,171.0,76.0,15.0,94.0,40.5,60.0
4328,1,30,159.0,53.0,16.0,101.0,40.5,92.0
4329,0,49,190.0,96.0,28.0,103.0,40.5,190.0
4330,0,26,180.0,75.0,4.0,77.0,39.2,5.0
4331,1,26,167.0,65.0,16.0,89.0,40.4,67.0
4332,1,33,173.0,72.0,17.0,98.0,40.3,88.0
4333,1,38,179.0,79.0,29.0,114.0,40.7,200.0
4334,1,61,171.0,66.0,8.0,85.0,39.5,35.0
4335,0,20,193.0,91.0,7.0,84.0,39.4,17.0
4336,1,79,171.0,66.0,19.0,103.0,40.1,126.0
4337,0,40,181.0,84.0,17.0,99.0,40.4,94.0
4338,0,20,175.0,78.0,24.0,107.0,40.5,135.0
4339,1,38,164.0,61.0,14.0,89.0,39.9,63.0
4340,1,23,156.0,53.0,20.0,98.0,40.6,106.0
4341,0,22,185.0,88.0,12.0,94.0,40.2,48.0
4342,1,64,186.0,83.0,29.0,117.0,40.9,221.0
4343,1,64,155.0,55.0,25.0,114.0,40.8,192.0
4344,0,64,190.0,91.0,11.0,89.0,39.9,58.0
4345,1,22,168.0,62.0,9.0,88.0,39.7,37.0
4346,0,22,194.0,96.0,14.0,92.0,40.2,54.0
4347,0,21,187.0,88.0,30.0,105.0,41.0,167.0
4348,0,23,166.0,69.0,29.0,108.0,40.5,166.0
4349,1,55,181.0,77.0,24.0,109.0,40.6,161.0
4350,0,29,204.0,98.0,18.0,97.0,40.3,90.0
4351,0,49,181.0,85.0,23.0,108.0,40.7,168.0
4352,1,66,157.0,61.0,23.0,102.0,40.6,146.0
4353,0,55,198.0,104.0,15.0,103.0,40.0,109.0
4354,0,45,184.0,91.0,17.0,95.0,40.4,90.0
4355,1,30,164.0,64.0,11.0,92.0,39.6,51.0
4356,1,27,158.0,58.0,16.0,101.0,40.3,90.0
4357,1,41,148.0,49.0,17.0,95.0,40.5,91.0
4358,1,54,159.0,65.0,22.0,102.0,40.6,134.0
4359,1,58,170.0,68.0,12.0,95.0,39.7,64.0
4360,0,22,186.0,86.0,12.0,97.0,40.2,53.0
4361,0,32,189.0,93.0,8.0,84.0,39.3,24.0
4362,1,43,175.0,72.0,23.0,100.0,40.7,128.0
4363,1,58,165.0,67.0,6.0,91.0,39.6,30.0
4364,1,32,157.0,54.0,18.0,93.0,40.4,88.0
4365,0,35,200.0,101.0,6.0,85.0,39.1,21.0
4366,0,37,177.0,84.0,11.0,96.0,40.0,54.0
4367,1,36,165.0,65.0,20.0,102.0,40.4,115.0
4368,0,25,182.0,84.0,17.0,93.0,40.4,66.0
4369,1,58,157.0,62.0,22.0,102.0,40.7,136.0
4370,1,28,176.0,68.0,2.0,86.0,38.1,8.0
4371,1,46,178.0,76.0,24.0,104.0,40.6,144.0
4372,0,48,176.0,82.0,9.0,83.0,40.0,31.0
4373,0,30,180.0,82.0,26.0,99.0,40.3,129.0
4374,1,74,175.0,77.0,22.0,103.0,40.4,140.0
4375,1,36,161.0,57.0,26.0,107.0,40.7,167.0
4376,1,49,166.0,62.0,19.0,91.0,40.4,92.0
4377,0,31,213.0,108.0,29.0,111.0,41.1,214.0
4378,0,38,185.0,88.0,5.0,86.0,38.8,18.0
4379,0,39,182.0,79.0,10.0,93.0,40.1,44.0
4380,1,21,148.0,52.0,15.0,92.0,40.0,69.0
4381,1,21,165.0,59.0,27.0,113.0,40.7,183.0
4382,1,32,162.0,55.0,29.0,112.0,41.1,200.0
4383,0,43,195.0,95.0,8.0,83.0,39.3,28.0
4384,0,38,173.0,77.0,9.0,94.0,39.6,41.0
4385,1,48,152.0,53.0,20.0,95.0,40.2,108.0
4386,0,39,187.0,87.0,25.0,114.0,40.7,195.0
4387,1,46,149.0,54.0,21.0,97.0,40.7,117.0
4388,0,47,154.0,54.0,9.0,94.0,39.8,40.0
4389,0,38,186.0,81.0,2.0,84.0,38.0,6.0
4390,1,20,167.0,66.0,14.0,91.0,39.9,60.0
4391,1,60,174.0,68.0,18.0,97.0,40.1,101.0
4392,0,33,188.0,87.0,9.0,85.0,39.8,28.0
4393,1,33,164.0,61.0,20.0,105.0,40.6,122.0
4394,1,49,153.0,58.0,15.0,100.0,39.9,88.0
4395,1,26,150.0,52.0,29.0,108.0,40.5,186.0
4396,0,34,190.0,88.0,12.0,97.0,40.2,60.0
4397,1,55,157.0,57.0,27.0,101.0,40.8,165.0
4398,1,46,154.0,52.0,8.0,80.0,39.5,30.0
4399,1,32,158.0,58.0,9.0,91.0,39.8,42.0
4400,0,35,198.0,99.0,10.0,101.0,40.1,59.0
4401,1,23,166.0,65.0,29.0,108.0,41.5,179.0
4402,1,40,171.0,65.0,6.0,88.0,39.1,26.0
4403,1,59,160.0,63.0,13.0,91.0,39.8,65.0
4404,1,52,172.0,65.0,3.0,80.0,38.4,11.0
4405,1,25,162.0,57.0,14.0,93.0,40.1,66.0
4406,1,24,152.0,55.0,11.0,88.0,39.7,46.0
4407,0,61,160.0,66.0,18.0,107.0,40.3,132.0
4408,1,31,161.0,65.0,9.0,93.0,39.8,42.0
4409,0,32,177.0,76.0,17.0,96.0,40.5,76.0
4410,0,22,196.0,96.0,28.0,117.0,40.9,213.0
4411,0,54,165.0,72.0,7.0,88.0,39.5,30.0
4412,1,46,165.0,63.0,19.0,107.0,40.3,124.0
4413,1,76,154.0,56.0,22.0,98.0,40.6,136.0
4414,1,29,152.0,53.0,7.0,87.0,38.9,29.0
4415,0,43,175.0,79.0,7.0,96.0,39.7,36.0
4416,0,42,191.0,87.0,15.0,86.0,40.2,56.0
4417,0,54,199.0,98.0,3.0,89.0,38.8,15.0
4418,0,40,193.0,93.0,2.0,91.0,38.3,9.0
4419,1,40,176.0,70.0,18.0,96.0,40.6,92.0
4420,1,23,170.0,67.0,3.0,80.0,38.6,9.0
4421,0,43,170.0,76.0,4.0,86.0,38.9,14.0
4422,1,35,151.0,57.0,21.0,99.0,40.4,116.0
4423,0,36,173.0,79.0,22.0,109.0,40.5,148.0
4424,0,22,184.0,85.0,28.0,105.0,40.6,156.0
4425,0,27,200.0,96.0,22.0,107.0,40.3,139.0
4426,1,26,175.0,70.0,24.0,100.0,40.8,127.0
4427,1,37,167.0,61.0,10.0,89.0,39.9,45.0
4428,0,63,158.0,63.0,17.0,95.0,40.2,94.0
4429,1,54,157.0,56.0,5.0,86.0,39.2,23.0
4430,0,58,185.0,83.0,2.0,84.0,38.5,8.0
4431,0,48,167.0,67.0,29.0,112.0,40.9,217.0
4432,0,28,194.0,86.0,19.0,103.0,40.3,106.0
4433,1,79,164.0,67.0,12.0,97.0,40.2,72.0
4434,1,69,152.0,55.0,18.0,99.0,40.5,111.0
4435,0,63,200.0,98.0,28.0,105.0,40.9,219.0
4436,1,56,180.0,76.0,7.0,92.0,39.2,34.0
4437,1,29,190.0,79.0,15.0,97.0,39.9,74.0
4438,1,40,145.0,49.0,1.0,87.0,38.0,4.0
4439,1,20,166.0,58.0,14.0,90.0,40.2,60.0
4440,1,43,164.0,59.0,28.0,114.0,40.9,203.0
4441,1,20,178.0,74.0,28.0,107.0,40.6,165.0
4442,1,22,164.0,62.0,27.0,112.0,40.9,179.0
4443,0,43,193.0,98.0,2.0,83.0,38.1,7.0
4444,1,68,162.0,67.0,21.0,98.0,40.3,124.0
4445,1,40,182.0,78.0,21.0,99.0,40.4,112.0
4446,1,47,164.0,62.0,3.0,79.0,38.5,11.0
4447,0,27,187.0,85.0,26.0,101.0,40.9,135.0
4448,1,66,156.0,52.0,21.0,97.0,40.8,125.0
4449,1,66,159.0,66.0,17.0,95.0,40.3,94.0
4450,1,20,166.0,65.0,20.0,97.0,40.5,99.0
4451,0,37,176.0,76.0,26.0,115.0,40.5,198.0
4452,0,57,208.0,113.0,29.0,116.0,41.0,276.0
4453,1,29,160.0,62.0,19.0,98.0,40.6,100.0
4454,0,49,179.0,79.0,7.0,95.0,39.5,37.0
4455,0,42,173.0,81.0,23.0,107.0,40.3,155.0
4456,1,27,133.0,38.0,4.0,86.0,39.1,17.0
4457,0,23,172.0,78.0,20.0,100.0,40.6,94.0
4458,1,71,164.0,63.0,4.0,82.0,38.9,17.0
4459,0,59,178.0,86.0,22.0,99.0,40.3,142.0
4460,1,28,157.0,57.0,8.0,85.0,39.9,31.0
4461,0,70,191.0,91.0,2.0,82.0,38.2,9.0
4462,1,57,170.0,69.0,20.0,96.0,40.2,109.0
4463,1,72,164.0,65.0,12.0,104.0,40.1,79.0
4464,0,60,193.0,93.0,30.0,112.0,40.9,259.0
4465,1,62,150.0,53.0,15.0,94.0,40.3,83.0
4466,1,23,164.0,60.0,3.0,83.0,38.5,11.0
4467,1,67,155.0,53.0,11.0,88.0,39.9,55.0
4468,0,26,180.0,76.0,11.0,90.0,40.1,36.0
4469,1,50,152.0,52.0,26.0,105.0,40.9,169.0
4470,0,43,168.0,73.0,5.0,83.0,38.7,15.0
4471,1,73,160.0,63.0,10.0,80.0,40.1,41.0
4472,0,35,191.0,92.0,15.0,90.0,40.0,61.0
4473,0,28,192.0,88.0,4.0,80.0,38.8,9.0
4474,1,42,161.0,60.0,23.0,106.0,40.9,147.0
4475,0,29,181.0,79.0,8.0,79.0,39.8,15.0
4476,1,57,154.0,61.0,20.0,97.0,40.6,113.0
4477,1,60,163.0,65.0,21.0,97.0,40.5,119.0
4478,0,63,179.0,83.0,16.0,92.0,40.2,89.0
4479,0,63,191.0,94.0,5.0,87.0,39.1,25.0
4480,0,56,192.0,93.0,1.0,80.0,37.8,4.0
4481,1,60,170.0,68.0,25.0,102.0,41.3,154.0
4482,1,30,146.0,52.0,13.0,95.0,39.9,66.0
4483,0,53,183.0,84.0,22.0,103.0,40.5,148.0
4484,0,74,196.0,94.0,24.0,102.0,40.7,187.0
4485,0,58,187.0,93.0,2.0,81.0,38.0,8.0
4486,1,25,177.0,74.0,6.0,91.0,39.3,26.0
4487,0,38,175.0,78.0,19.0,108.0,40.5,126.0
4488,1,51,171.0,71.0,17.0,95.0,40.2,88.0
4489,1,41,170.0,68.0,16.0,101.0,40.2,91.0
4490,0,52,168.0,69.0,20.0,97.0,40.5,109.0
4491,1,74,166.0,65.0,20.0,106.0,40.4,137.0
4492,1,26,156.0,58.0,10.0,91.0,39.6,45.0
4493,1,28,165.0,58.0,17.0,86.0,40.2,68.0
4494,0,78,185.0,85.0,24.0,97.0,40.9,169.0
4495,0,22,171.0,77.0,2.0,81.0,38.6,4.0
4496,0,36,181.0,84.0,3.0,77.0,38.6,6.0
4497,0,73,189.0,91.0,29.0,106.0,40.9,241.0
4498,1,36,146.0,48.0,5.0,86.0,38.9,21.0
4499,1,49,168.0,66.0,2.0,81.0,38.3,7.0
4500,0,57,174.0,77.0,21.0,99.0,40.4,130.0
4501,1,33,169.0,72.0,6.0,80.0,38.8,20.0
4502,0,36,195.0,99.0,17.0,101.0,40.2,101.0
4503,0,33,185.0,83.0,23.0,98.0,40.8,115.0
4504,1,66,153.0,61.0,22.0,96.0,40.7,126.0
4505,0,40,182.0,86.0,7.0,93.0,39.3,32.0
4506,0,58,180.0,79.0,8.0,82.0,39.5,30.0
4507,1,44,176.0,70.0,4.0,89.0,38.7,18.0
4508,1,59,178.0,74.0,7.0,89.0,39.8,33.0
4509,0,62,176.0,84.0,20.0,99.0,40.3,131.0
4510,1,73,156.0,60.0,5.0,85.0,39.1,23.0
4511,0,68,192.0,100.0,11.0,102.0,39.8,84.0
4512,0,56,181.0,84.0,15.0,86.0,39.9,65.0
4513,1,40,177.0,71.0,21.0,107.0,40.4,132.0
4514,1,25,158.0,56.0,9.0,85.0,39.5,35.0
4515,0,62,173.0,79.0,12.0,90.0,40.2,61.0
4516,1,46,167.0,62.0,28.0,102.0,40.5,168.0
4517,1,62,162.0,60.0,10.0,95.0,39.7,56.0
4518,0,69,171.0,74.0,13.0,90.0,39.6,69.0
4519,1,64,172.0,70.0,13.0,97.0,39.8,74.0
4520,0,53,196.0,103.0,9.0,91.0,39.8,48.0
4521,0,46,178.0,77.0,13.0,90.0,40.1,56.0
4522,0,41,178.0,74.0,8.0,80.0,39.7,20.0
4523,0,59,169.0,76.0,8.0,78.0,39.4,25.0
4524,1,37,171.0,63.0,23.0,95.0,40.7,117.0
4525,0,77,175.0,75.0,12.0,91.0,40.1,71.0
4526,0,42,180.0,84.0,1.0,87.0,37.8,4.0
4527,0,26,174.0,75.0,7.0,84.0,39.4,17.0
4528,1,28,164.0,63.0,18.0,98.0,40.6,94.0
4529,0,26,189.0,86.0,5.0,90.0,39.2,18.0
4530,1,34,168.0,62.0,18.0,102.0,40.3,104.0
4531,1,70,166.0,64.0,23.0,106.0,40.3,157.0
4532,0,34,185.0,83.0,23.0,97.0,40.8,112.0
4533,1,62,170.0,67.0,21.0,102.0,40.6,130.0
4534,0,41,163.0,66.0,19.0,101.0,40.3,104.0
4535,0,79,190.0,94.0,27.0,106.0,40.7,234.0
4536,1,25,164.0,62.0,4.0,86.0,38.8,16.0
4537,0,47,201.0,103.0,5.0,91.0,39.1,25.0
4538,0,54,193.0,95.0,16.0,100.0,40.3,105.0
4539,0,39,173.0,78.0,7.0,89.0,39.4,27.0
4540,1,63,161.0,61.0,20.0,106.0,40.1,135.0
4541,0,47,201.0,104.0,28.0,107.0,41.0,209.0
4542,1,40,155.0,51.0,8.0,84.0,39.5,33.0
4543,0,43,180.0,81.0,30.0,113.0,40.7,231.0
4544,1,79,160.0,60.0,28.0,108.0,40.9,203.0
4545,0,20,194.0,86.0,20.0,106.0,40.2,113.0
4546,0,71,210.0,121.0,25.0,111.0,40.6,240.0
4547,1,69,157.0,58.0,5.0,84.0,39.1,23.0
4548,0,62,184.0,82.0,20.0,104.0,40.6,145.0
4549,1,47,172.0,75.0,19.0,101.0,40.5,109.0
4550,1,79,167.0,61.0,5.0,82.0,38.8,22.0
4551,1,27,161.0,63.0,10.0,97.0,39.9,51.0
4552,1,24,169.0,66.0,7.0,85.0,39.6,26.0
4553,1,49,164.0,63.0,18.0,103.0,40.3,110.0
4554,1,49,173.0,66.0,4.0,81.0,38.9,15.0
4555,1,29,155.0,54.0,11.0,84.0,40.1,43.0
4556,1,21,178.0,69.0,28.0,111.0,40.9,180.0
4557,1,23,146.0,45.0,18.0,96.0,40.2,93.0
4558,1,36,183.0,80.0,20.0,106.0,40.3,120.0
4559,1,23,179.0,80.0,15.0,95.0,39.9,69.0
4560,1,45,176.0,76.0,14.0,100.0,40.4,78.0
4561,1,51,175.0,76.0,24.0,111.0,40.8,164.0
4562,0,69,168.0,72.0,2.0,79.0,38.4,7.0
4563,1,69,187.0,76.0,23.0,108.0,40.6,157.0
4564,0,66,185.0,90.0,13.0,82.0,40.1,56.0
4565,1,24,160.0,60.0,17.0,102.0,40.6,96.0
4566,0,48,188.0,88.0,9.0,80.0,40.1,28.0
4567,0,25,204.0,103.0,10.0,93.0,40.0,43.0
4568,1,74,189.0,83.0,29.0,103.0,41.3,183.0
4569,0,49,170.0,76.0,23.0,110.0,40.2,171.0
4570,0,21,197.0,89.0,3.0,84.0,38.8,7.0
4571,0,41,201.0,108.0,18.0,95.0,40.4,98.0
4572,1,25,155.0,59.0,19.0,93.0,40.3,89.0
4573,1,24,155.0,58.0,16.0,101.0,40.2,89.0
4574,0,35,202.0,97.0,16.0,105.0,40.1,103.0
4575,1,57,152.0,57.0,11.0,85.0,40.0,49.0
4576,1,44,162.0,60.0,9.0,87.0,39.2,39.0
4577,1,20,187.0,75.0,1.0,75.0,37.6,2.0
4578,0,71,180.0,89.0,6.0,96.0,39.2,40.0
4579,0,51,186.0,90.0,2.0,83.0,38.1,7.0
4580,1,28,163.0,58.0,7.0,82.0,39.5,25.0
4581,0,25,178.0,81.0,23.0,106.0,40.6,133.0
4582,0,35,178.0,82.0,23.0,104.0,40.6,137.0
4583,1,20,173.0,72.0,8.0,81.0,39.7,25.0
4584,1,26,173.0,71.0,14.0,93.0,40.0,64.0
4585,0,32,200.0,104.0,10.0,78.0,39.8,24.0
4586,0,52,190.0,93.0,26.0,105.0,40.5,187.0
4587,0,21,197.0,97.0,19.0,96.0,40.3,84.0
4588,1,24,171.0,65.0,25.0,107.0,40.9,152.0
4589,1,24,175.0,72.0,15.0,90.0,40.3,63.0
4590,1,20,176.0,70.0,9.0,87.0,39.7,34.0
4591,0,62,198.0,105.0,28.0,110.0,40.6,243.0
4592,1,55,161.0,61.0,10.0,89.0,39.8,48.0
4593,0,35,201.0,101.0,26.0,106.0,41.0,174.0
4594,0,31,198.0,99.0,28.0,107.0,40.9,185.0
4595,0,59,193.0,97.0,12.0,92.0,39.7,68.0
